"source","target","category_intercell_source","database_intercell_source","category_intercell_target","database_intercell_target","sources","references","method","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","curation_effort","n_references","n_resources","simple_interaction","complex_interaction","parent_intercell_source","parent_intercell_target","ligrecextra","pathwayextra","omnipath","kinaseextra","scope_intercell_source","aspect_intercell_source","category_source_intercell_source","genesymbol_intercell_source","entity_type_intercell_source","consensus_score_intercell_source","transmitter_intercell_source","receiver_intercell_source","secreted_intercell_source","plasma_membrane_transmembrane_intercell_source","plasma_membrane_peripheral_intercell_source","scope_intercell_target","aspect_intercell_target","category_source_intercell_target","genesymbol_intercell_target","entity_type_intercell_target","consensus_score_intercell_target","transmitter_intercell_target","receiver_intercell_target","secreted_intercell_target","plasma_membrane_transmembrane_intercell_target","plasma_membrane_peripheral_intercell_target","ligand_subunits_ord","receptor_subunits_ord","source_protein","lc_stoichiometry","lc_sources","lc_references","target_protein","rc_stoichiometry","rc_sources","rc_references","n_target_units","n_ligand_units","entrezgene_id_lc","ensembl_lc","protein_name_lc","entrezgene_id_rc","ensembl_rc","protein_name_rc","source_genesymbol","target_genesymbol"
"P23352","P34741","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr","Cellinker:8832397;HPRD:8832397;connectomeDB2020:8832397","LIANA consensus","","","","","","","","","","ANOS1_SDC2","ANOS1_SDC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANOS1","SDC2","P23352",NA,NA,NA,"P34741",NA,NA,NA,1,1,3730,"ENSG00000011201","KALM_HUMAN",6383,"ENSG00000169439","SDC2_HUMAN","ANOS1","SDC2"
"P23560","P08138","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","AlzPathway;Baccin2019;CellCall;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","AlzPathway:9775403;Cellinker:19908279;connectomeDB2020:25354496","LIANA consensus","","","","","","","","","","BDNF_NGFR","BDNF_NGFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BDNF","NGFR","P23560",NA,NA,NA,"P08138","2","PDB",NA,1,1,627,"ENSG00000176697","BDNF_HUMAN",4804,"ENSG00000064300","TNR16_HUMAN","BDNF","NGFR"
"P23560","P21917","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","CellTalkDB","CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115","LIANA consensus","","","","","","","","","","BDNF_DRD4","BDNF_DRD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BDNF","DRD4","P23560",NA,NA,NA,"P21917",NA,NA,NA,1,1,627,"ENSG00000176697","BDNF_HUMAN",1815,"ENSG00000069696","DRD4_HUMAN","BDNF","DRD4"
"P23560","Q16620","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","AlzPathway;Baccin2019;BioGRID;CA1;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Sparser_ProtMapper;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr","AlzPathway:9775403;Baccin2019:76445409312147;BioGRID:21651720;BioGRID:9312147;CA1:1645620;CA1:9648856;CellChatDB:27908981;CellTalkDB:7644540;Cellinker:27908981;Cellinker:7644540;Cellinker:9312147;DIP:9312147;HPMR:7644540;HPRD:9312147;LRdb:7644540;LRdb:931;Lit-BM-17:11855816;Lit-BM-17:21651720;Lit-BM-17:9312147;ProtMapper:21849472;ProtMapper:26740873;ProtMapper:26899129;ProtMapper:28679669;SIGNOR:7679912;SignaLink3:23331499;SignaLink3:9312147;connectomeDB2020:7644540;connectomeDB2020:9312147","LIANA consensus","","","","","","","","","","BDNF_NTRK2","BDNF_NTRK2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BDNF","NTRK2","P23560",NA,NA,NA,"Q16620",NA,NA,NA,1,1,627,"ENSG00000176697","BDNF_HUMAN",4915,"ENSG00000148053","NTRK2_HUMAN","BDNF","NTRK2"
"P23560","Q8TDT2","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","CellPhoneDB","CellPhoneDB;HuRI;IMEx_CellPhoneDB;IntAct_CellPhoneDB","","LIANA consensus","","","","","","","","","","BDNF_GPR152","BDNF_GPR152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BDNF","GPR152","P23560",NA,NA,NA,"Q8TDT2",NA,NA,NA,1,1,627,"ENSG00000176697","BDNF_HUMAN",390212,"ENSG00000175514","GP152_HUMAN","BDNF","GPR152"
"P23582","P16066","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB","CellTalkDB:32103204","LIANA consensus","","","","","","","","","","NPPC_NPR1","NPPC_NPR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPPC","NPR1","P23582",NA,NA,NA,"P16066","2","ComplexPortal","14755292;15117952;14600147;10894551",1,1,4880,"ENSG00000163273","ANFC_HUMAN",4881,"ENSG00000169418","ANPRA_HUMAN","NPPC","NPR1"
"P23582","P17342","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr","Baccin2019:11533490;Baccin2019:1309330;CellTalkDB:11533490;Cellinker:11533490;Cellinker:1309330;HPRD:11533490;HPRD:1309330;LRdb:11533490;LRdb:13;connectomeDB2020:11533490;connectomeDB2020:1309330","LIANA consensus","","","","","","","","","","NPPC_NPR3","NPPC_NPR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPPC","NPR3","P23582",NA,NA,NA,"P17342",NA,NA,NA,1,1,4880,"ENSG00000163273","ANFC_HUMAN",4883,"ENSG00000113389","ANPRC_HUMAN","NPPC","NPR3"
"P23582","P20594","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","CellChatDB:29934642;CellTalkDB:11952095;Cellinker:11952095;Cellinker:12709393;Cellinker:1309330;Guide2Pharma:1309330;HPRD:12709393;LRdb:11952095;LRdb:12709393;LRdb:1309330;connectomeDB2020:11952095;connectomeDB2020:12709393;connectomeDB2020:1309330;scConnect:1309330","LIANA consensus","","","","","","","","","","NPPC_NPR2","NPPC_NPR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPPC","NPR2","P23582",NA,NA,NA,"P20594",NA,NA,NA,1,1,4880,"ENSG00000163273","ANFC_HUMAN",4882,"ENSG00000159899","ANPRB_HUMAN","NPPC","NPR2"
"P24001","P05106","ligand","connectomeDB2020","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","connectomeDB2020","connectomeDB2020:30391782","LIANA consensus","","","","","","","","","","IL32_ITGB3","IL32_ITGB3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL32","ITGB3","P24001",NA,NA,NA,"P05106","2","PDB",NA,1,1,9235,"ENSG00000008517","IL32_HUMAN",3690,"ENSG00000259207","ITB3_HUMAN","IL32","ITGB3"
"P25311","P06756","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:9813179;HPRD:9813179;LRdb:9813179;connectomeDB2020:9813179","LIANA consensus","","","","","","","","","","AZGP1_ITGAV","AZGP1_ITGAV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZGP1","ITGAV","P25311","4","PDB",NA,"P06756",NA,NA,NA,1,1,563,"ENSG00000160862","ZA2G_HUMAN",3685,"ENSG00000138448","ITAV_HUMAN","AZGP1","ITGAV"
"P26447","P00533","ligand","CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellTalkDB;Cellinker;IntAct;Lit-BM-17","CellTalkDB:30083275;Cellinker:30083275;IntAct:24658140;IntAct:30083275;IntAct:31980649;Lit-BM-17:24658140;Lit-BM-17:25402006","LIANA consensus","","","","","","","","","","S100A4_EGFR","S100A4_EGFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S100A4","EGFR","P26447","2","PDB",NA,"P00533","2","PDB",NA,1,1,6275,"ENSG00000196154","S10A4_HUMAN",1956,"ENSG00000146648","EGFR_HUMAN","S100A4","EGFR"
"P26447","P04626","ligand","CellTalkDB","receptor","connectomeDB2020;CellTalkDB","CellTalkDB","CellTalkDB:30083275","LIANA consensus","","","","","","","","","","S100A4_ERBB2","S100A4_ERBB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S100A4","ERBB2","P26447","2","PDB",NA,"P04626","2","PDB",NA,1,1,6275,"ENSG00000196154","S10A4_HUMAN",2064,"ENSG00000141736","ERBB2_HUMAN","S100A4","ERBB2"
"P26447","P51681","ligand","CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellTalkDB","CellTalkDB:30713770","LIANA consensus","","","","","","","","","","S100A4_CCR5","S100A4_CCR5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S100A4","CCR5","P26447","2","PDB",NA,"P51681","2","PDB",NA,1,1,6275,"ENSG00000196154","S10A4_HUMAN",1234,"ENSG00000160791","CCR5_HUMAN","S100A4","CCR5"
"P26927","Q04912","ligand","connectomeDB2020;CellPhoneDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellTalkDB","Baccin2019;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;Kirouac2010;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:8062829;Baccin2019:9045873;CellPhoneDB:23792360;CellTalkDB:8062829;Cellinker:8062829;Cellinker:9045873;DIP:9374547;HPMR:8062829;HPRD:9045873;IntAct:22087277;IntAct:25193665;LRdb:8062829;LRdb:905;Lit-BM-17:22087277;Lit-BM-17:25193665;Lit-BM-17:9374547;SIGNOR:8062829;SignaLink3:12764615;SignaLink3:23331499;connectomeDB2020:8062829;connectomeDB2020:9045873","LIANA consensus","","","","","","","","","","MST1_MST1R","MST1_MST1R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MST1","MST1R","P26927","2","PDB",NA,"Q04912",NA,NA,NA,1,1,4485,"ENSG00000173531","HGFL_HUMAN",4486,"ENSG00000164078","RON_HUMAN","MST1","MST1R"
"P27539","P36894","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","Guide2Pharma;connectomeDB2020","connectomeDB2020:28955827","LIANA consensus","","","","","","","","","","GDF1_BMPR1A","GDF1_BMPR1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GDF1","BMPR1A","P27539",NA,NA,NA,"P36894","4","PDB",NA,1,1,2657,"ENSG00000130283","GDF1_HUMAN",657,"ENSG00000107779","BMR1A_HUMAN","GDF1","BMPR1A"
"P27539","Q04771","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","connectomeDB2020","connectomeDB2020:28955827","LIANA consensus","","","","","","","","","","GDF1_ACVR1","GDF1_ACVR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GDF1","ACVR1","P27539",NA,NA,NA,"Q04771","2","PDB",NA,1,1,2657,"ENSG00000130283","GDF1_HUMAN",90,"ENSG00000115170","ACVR1_HUMAN","GDF1","ACVR1"
"P27539","Q13639","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","CellPhoneDB;CellTalkDB","CellPhoneDB;IMEx_CellPhoneDB;MINT_CellPhoneDB","","LIANA consensus","","","","","","","","","","GDF1_HTR4","GDF1_HTR4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GDF1","HTR4","P27539",NA,NA,NA,"Q13639",NA,NA,NA,1,1,2657,"ENSG00000130283","GDF1_HUMAN",3360,"ENSG00000164270","5HT4R_HUMAN","GDF1","HTR4"
"P27539","Q13873","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","Guide2Pharma;connectomeDB2020","connectomeDB2020:28955827","LIANA consensus","","","","","","","","","","GDF1_BMPR2","GDF1_BMPR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GDF1","BMPR2","P27539",NA,NA,NA,"Q13873","2","PDB",NA,1,1,2657,"ENSG00000130283","GDF1_HUMAN",659,"ENSG00000204217","BMPR2_HUMAN","GDF1","BMPR2"
"P27797","P06756","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","Adhesome;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr","Adhesome:12196561;CellTalkDB:12196561;HPRD:12196561;LRdb:12196561;connectomeDB2020:12196561","LIANA consensus","","","","","","","","","","CALR_ITGAV","CALR_ITGAV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CALR","ITGAV","P27797","3","CORUM;PDB","15383281","P06756",NA,NA,NA,1,1,811,"ENSG00000179218","CALR_HUMAN",3685,"ENSG00000138448","ITAV_HUMAN","CALR","ITGAV"
"P27797","P08514","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;iTALK;talklr","CellTalkDB:14985176;HPRD:14985176;LRdb:14985176","LIANA consensus","","","","","","","","","","CALR_ITGA2B","CALR_ITGA2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CALR","ITGA2B","P27797","3","CORUM;PDB","15383281","P08514",NA,NA,NA,1,1,811,"ENSG00000179218","CALR_HUMAN",3674,"ENSG00000005961","ITA2B_HUMAN","CALR","ITGA2B"
"P27797","P16473","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:12383251;CellTalkDB:12383251;HPRD:12383251;LRdb:12383251;NetPath:12383251;connectomeDB2020:12383251","LIANA consensus","","","","","","","","","","CALR_TSHR","CALR_TSHR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CALR","TSHR","P27797","3","CORUM;PDB","15383281","P16473",NA,NA,NA,1,1,811,"ENSG00000179218","CALR_HUMAN",7253,"ENSG00000165409","TSHR_HUMAN","CALR","TSHR"
"P27797","P26006","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellTalkDB","Adhesome;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LMPID;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr","Adhesome:11327697;Adhesome:8006073;CellTalkDB:8006073;HPRD:11327697;HPRD:8006073;LMPID:1911778;LRdb:113;LRdb:8006073;connectomeDB2020:11327697;connectomeDB2020:8006073","LIANA consensus","","","","","","","","","","CALR_ITGA3","CALR_ITGA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CALR","ITGA3","P27797","3","CORUM;PDB","15383281","P26006",NA,NA,NA,1,1,811,"ENSG00000179218","CALR_HUMAN",3675,"ENSG00000005884","ITA3_HUMAN","CALR","ITGA3"
"P27797","P40238","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellTalkDB;Cellinker","CellTalkDB:32462673;Cellinker:29288169","LIANA consensus","","","","","","","","","","CALR_MPL","CALR_MPL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CALR","MPL","P27797","3","CORUM;PDB","15383281","P40238",NA,NA,NA,1,1,811,"ENSG00000179218","CALR_HUMAN",4352,"ENSG00000117400","TPOR_HUMAN","CALR","MPL"
"P27797","P48039","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellTalkDB","Baccin2019;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:17215244;CellTalkDB:17215244;HPRD:17215244;IntAct:28298427;LRdb:17215244;connectomeDB2020:17215244","LIANA consensus","","","","","","","","","","CALR_MTNR1A","CALR_MTNR1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CALR","MTNR1A","P27797","3","CORUM;PDB","15383281","P48039","0","CORUM","15266022",1,1,811,"ENSG00000179218","CALR_HUMAN",4543,"ENSG00000168412","MTR1A_HUMAN","CALR","MTNR1A"
"P27797","Q07954","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","Adhesome;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","Adhesome:12821648;Adhesome:14980518;Cellinker:11560994;Cellinker:12821648;Cellinker:14980518;HPRD:12821648;HPRD:14980518;LRdb:13;LRdb:14980518;connectomeDB2020:12821648;connectomeDB2020:14980518","LIANA consensus","","","","","","","","","","CALR_LRP1","CALR_LRP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CALR","LRP1","P27797","3","CORUM;PDB","15383281","Q07954","2","ComplexPortal","18566402;12598530;19718435;12888553;14645246;25514242;23936774;14755292;26005850;11854021",1,1,811,"ENSG00000179218","CALR_HUMAN",4035,"ENSG00000123384","LRP1_HUMAN","CALR","LRP1"
"P27797","Q14162","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellTalkDB","CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr","CellTalkDB:15371419;Cellinker:15371419;HPMR:15371419;HPRD:15371419;LRdb:15371419;connectomeDB2020:15371419","LIANA consensus","","","","","","","","","","CALR_SCARF1","CALR_SCARF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CALR","SCARF1","P27797","3","CORUM;PDB","15383281","Q14162",NA,NA,NA,1,1,811,"ENSG00000179218","CALR_HUMAN",8578,"ENSG00000074660","SREC_HUMAN","CALR","SCARF1"
"P27918","O76036","ligand","connectomeDB2020","receptor","connectomeDB2020","connectomeDB2020","connectomeDB2020:28480349","LIANA consensus","","","","","","","","","","CFP_NCR1","CFP_NCR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CFP","NCR1","P27918","2","PDB",NA,"O76036",NA,NA,NA,1,1,5199,"ENSG00000126759","PROP_HUMAN",NA,NA,NA,"CFP","NCR1"
"P28799","P00533","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB","CellTalkDB:32103204","LIANA consensus","","","","","","","","","","GRN_EGFR","GRN_EGFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRN","EGFR","P28799",NA,NA,NA,"P00533","2","PDB",NA,1,1,2896,"ENSG00000030582","GRN_HUMAN",1956,"ENSG00000146648","EGFR_HUMAN","GRN","EGFR"
"P28799","P04629","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","CellPhoneDB;InnateDB-All_CellPhoneDB","","LIANA consensus","","","","","","","","","","GRN_NTRK1","GRN_NTRK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRN","NTRK1","P28799",NA,NA,NA,"P04629","2","PDB",NA,1,1,2896,"ENSG00000030582","GRN_HUMAN",4914,"ENSG00000198400","NTRK1_HUMAN","GRN","NTRK1"
"P28799","P19438","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellPhoneDB;CellTalkDB;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;IntAct;Lit-BM-17;MINT_CellPhoneDB;SIGNOR;connectomeDB2020","CellTalkDB:24070898;IntAct:24070898;Lit-BM-17:24070898;SIGNOR:21393509;connectomeDB2020:21393509","LIANA consensus","","","","","","","","","","GRN_TNFRSF1A","GRN_TNFRSF1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRN","TNFRSF1A","P28799",NA,NA,NA,"P19438","2","PDB",NA,1,1,2896,"ENSG00000030582","GRN_HUMAN",7132,"ENSG00000067182","TNR1A_HUMAN","GRN","TNFRSF1A"
