"source","target","complex_interaction_OLD","source_genesymbol_OG","target_genesymbol_OG","category_intercell_source","database_intercell_source","category_intercell_target","database_intercell_target","sources","references","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","curation_effort","n_references","n_resources","source_genesymbol","source_genesymbol_subunit_1","source_genesymbol_subunit_2","source_genesymbol_subunit_3","source_genesymbol_subunit_4","source_genesymbol_subunit_5","target_genesymbol","target_genesymbol_subunit_1","target_genesymbol_subunit_2","target_genesymbol_subunit_3","target_genesymbol_subunit_4","target_genesymbol_subunit_5","complex_interaction","method","complex_interaction_rev","is_dupl_undirected"
"P24043","P23229_P16144","LAMA2__ITGA6_ITGB4","LAMA2","ITGA6_ITGB4","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB","","","","","","","","","","","LAMA2","LAMA2",NA,NA,NA,NA,"ITGA6_ITGB4","ITGA6","ITGB4",NA,NA,NA,"LAMA2__ITGA6_ITGB4","LIANA consensus, CellChat extracted","ITGA6_ITGB4__LAMA2",FALSE
"P24043","P23229_P05556","LAMA2__ITGA6_ITGB1","LAMA2","ITGA6_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB","","","","","","","","","","","LAMA2","LAMA2",NA,NA,NA,NA,"ITGA6_ITGB1","ITGA6","ITGB1",NA,NA,NA,"LAMA2__ITGA6_ITGB1","LIANA consensus, CellChat extracted","ITGA6_ITGB1__LAMA2",FALSE
"P24043","P17301_P05556","LAMA2__ITGA2_ITGB1","LAMA2","ITGA2_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB","","","","","","","","","","","LAMA2","LAMA2",NA,NA,NA,NA,"ITGA2_ITGB1","ITGA2","ITGB1",NA,NA,NA,"LAMA2__ITGA2_ITGB1","LIANA consensus, CellChat extracted","ITGA2_ITGB1__LAMA2",FALSE
"P24043","P16070","LAMA2__CD44","LAMA2","CD44","ecm","CellChatDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellChatDB;Wang","","","","","","","","","","","LAMA2","LAMA2",NA,NA,NA,NA,"CD44","CD44",NA,NA,NA,NA,"LAMA2__CD44","LIANA consensus, CellChat extracted","CD44__LAMA2",FALSE
"P24043","P08865","LAMA2__RPSA","LAMA2","RPSA","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:11054877;Baccin2019:2970671;CellTalkDB:2970671;Cellinker:11054877;Cellinker:2970671;HPRD:11054877;LRdb:111;LRdb:2970671;connectomeDB2020:11054877;connectomeDB2020:2970671","1","1","0","1","1","0","10","Baccin2019:11054877;Baccin2019:2970671;CellTalkDB:2970671;Cellinker:11054877;Cellinker:2970671;HPRD:11054877;LRdb:111;LRdb:2970671;connectomeDB2020:11054877;connectomeDB2020:2970671","11","LAMA2","LAMA2",NA,NA,NA,NA,"RPSA","RPSA",NA,NA,NA,NA,"LAMA2__RPSA","LIANA consensus, LIANA Ramilowski2015","RPSA__LAMA2",FALSE
"P24043","P06756_P26012","LAMA2__ITGAV_ITGB8","LAMA2","ITGAV_ITGB8","ecm","CellChatDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB","","","","","","","","","","","LAMA2","LAMA2",NA,NA,NA,NA,"ITGAV_ITGB8","ITGAV","ITGB8",NA,NA,NA,"LAMA2__ITGAV_ITGB8","LIANA consensus, CellChat extracted","ITGAV_ITGB8__LAMA2",FALSE
"P24043","P05556","LAMA2__ITGB1","LAMA2","ITGB1","ligand","","receptor","","CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Reactome_LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","CellTalkDB:11278916;LRdb:11278916;connectomeDB2020:11278916","1","1","0","1","1","0","3","CellTalkDB:11278916;LRdb:11278916;connectomeDB2020:11278916","8","LAMA2","LAMA2",NA,NA,NA,NA,"ITGB1","ITGB1",NA,NA,NA,NA,"LAMA2__ITGB1","LIANA Ramilowski2015","ITGB1__LAMA2",FALSE
"P24001","P05106","IL32__ITGB3","IL32","ITGB3","ligand","connectomeDB2020","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","connectomeDB2020","connectomeDB2020:30391782","","","","","","","","","","IL32","IL32",NA,NA,NA,NA,"ITGB3","ITGB3",NA,NA,NA,NA,"IL32__ITGB3","LIANA consensus","ITGB3__IL32",FALSE
"P23582","P20594","NPPC__NPR2","NPPC","NPR2","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","CellChatDB:29934642;CellTalkDB:11952095;Cellinker:11952095;Cellinker:12709393;Cellinker:1309330;Guide2Pharma:1309330;HPRD:12709393;LRdb:11952095;LRdb:12709393;LRdb:1309330;connectomeDB2020:11952095;connectomeDB2020:12709393;connectomeDB2020:1309330;scConnect:1309330","","","","","","","","","","NPPC","NPPC",NA,NA,NA,NA,"NPR2","NPR2",NA,NA,NA,NA,"NPPC__NPR2","LIANA consensus, LIANA Ramilowski2015, CellChat extracted","NPR2__NPPC",FALSE
"P23582","P17342","NPPC__NPR3","NPPC","NPR3","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr","Baccin2019:11533490;Baccin2019:1309330;CellTalkDB:11533490;Cellinker:11533490;Cellinker:1309330;HPRD:11533490;HPRD:1309330;LRdb:11533490;LRdb:13;connectomeDB2020:11533490;connectomeDB2020:1309330","","","","","","","","","","NPPC","NPPC",NA,NA,NA,NA,"NPR3","NPR3",NA,NA,NA,NA,"NPPC__NPR3","LIANA consensus, LIANA Ramilowski2015","NPR3__NPPC",FALSE
"P23582","P16066","NPPC__NPR1","NPPC","NPR1","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB","CellTalkDB:32103204","","","","","","","","","","NPPC","NPPC",NA,NA,NA,NA,"NPR1","NPR1",NA,NA,NA,NA,"NPPC__NPR1","LIANA consensus","NPR1__NPPC",FALSE
"P23560","Q99523","BDNF__SORT1","BDNF","SORT1","ligand","","receptor","","Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;HuRI;I2D_CellPhoneDB;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;IntAct_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:15987945;CellTalkDB:15987945;Cellinker:15987945;DIP:19122660;HPRD:15987945;LRdb:15987945;connectomeDB2020:15987945","1","0","0","0","0","0","7","Baccin2019:15987945;CellTalkDB:15987945;Cellinker:15987945;DIP:19122660;HPRD:15987945;LRdb:15987945;connectomeDB2020:15987945","14","BDNF","BDNF",NA,NA,NA,NA,"SORT1","SORT1",NA,NA,NA,NA,"BDNF__SORT1","LIANA consensus, LIANA Ramilowski2015, CellphoneDB extracted, CellChat extracted","SORT1__BDNF",FALSE
"P23560","Q8TDT2","BDNF__GPR152","BDNF","GPR152","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","CellPhoneDB","CellPhoneDB;HuRI;IMEx_CellPhoneDB;IntAct_CellPhoneDB","","","","","","","","","","","BDNF","BDNF",NA,NA,NA,NA,"GPR152","GPR152",NA,NA,NA,NA,"BDNF__GPR152","LIANA consensus","GPR152__BDNF",FALSE
"P23560","Q16620","BDNF__NTRK2","BDNF","NTRK2","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","AlzPathway;Baccin2019;BioGRID;CA1;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Sparser_ProtMapper;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr","AlzPathway:9775403;Baccin2019:76445409312147;BioGRID:21651720;BioGRID:9312147;CA1:1645620;CA1:9648856;CellChatDB:27908981;CellTalkDB:7644540;Cellinker:27908981;Cellinker:7644540;Cellinker:9312147;DIP:9312147;HPMR:7644540;HPRD:9312147;LRdb:7644540;LRdb:931;Lit-BM-17:11855816;Lit-BM-17:21651720;Lit-BM-17:9312147;ProtMapper:21849472;ProtMapper:26740873;ProtMapper:26899129;ProtMapper:28679669;SIGNOR:7679912;SignaLink3:23331499;SignaLink3:9312147;connectomeDB2020:7644540;connectomeDB2020:9312147","","","","","","","","","","BDNF","BDNF",NA,NA,NA,NA,"NTRK2","NTRK2",NA,NA,NA,NA,"BDNF__NTRK2","LIANA consensus, LIANA Ramilowski2015, CellphoneDB extracted, CellChat extracted","NTRK2__BDNF",FALSE
"P23560","Q00994","BDNF__BEX3","BDNF","BEX3","ligand","","receptor","","CellTalkDB;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;iTALK;talklr","CellTalkDB:10764727;HPMR:7644540;LRdb:7644540","1","1","0","1","1","0","3","CellTalkDB:10764727;HPMR:7644540;LRdb:7644540","7","BDNF","BDNF",NA,NA,NA,NA,"BEX3","BEX3",NA,NA,NA,NA,"BDNF__BEX3","LIANA consensus, LIANA Ramilowski2015","BEX3__BDNF",FALSE
"P23560","P21917","BDNF__DRD4","BDNF","DRD4","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","CellTalkDB","CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115","","","","","","","","","","BDNF","BDNF",NA,NA,NA,NA,"DRD4","DRD4",NA,NA,NA,NA,"BDNF__DRD4","LIANA consensus","DRD4__BDNF",FALSE
"P23560","P08138","BDNF__NGFR","BDNF","NGFR","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","AlzPathway;Baccin2019;CellCall;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","AlzPathway:9775403;Cellinker:19908279;connectomeDB2020:25354496","","","","","","","","","","BDNF","BDNF",NA,NA,NA,NA,"NGFR","NGFR",NA,NA,NA,NA,"BDNF__NGFR","LIANA consensus, LIANA Ramilowski2015, CellphoneDB extracted, CellChat extracted","NGFR__BDNF",FALSE
"P23560","P04626","BDNF__ERBB2","BDNF","ERBB2","","","","","CellCall;Cellinker","Cellinker:28446206","","","","","","","","","","BDNF","BDNF",NA,NA,NA,NA,"ERBB2","ERBB2",NA,NA,NA,NA,"BDNF__ERBB2","LIANA consensus","ERBB2__BDNF",FALSE
"P23515","Q9BZR6","OMG__RTN4R","OMG","RTN4R","ligand","","receptor","","CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:12068310;LRdb:12068310;Ramilowski2015:12068310;connectomeDB2020:12068310;talklr:12068310","1","0","0","0","0","0","5","CellTalkDB:12068310;LRdb:12068310;Ramilowski2015:12068310;connectomeDB2020:12068310;talklr:12068310","7","OMG","OMG",NA,NA,NA,NA,"RTN4R","RTN4R",NA,NA,NA,NA,"OMG__RTN4R","LIANA consensus, LIANA Ramilowski2015","RTN4R__OMG",FALSE
"P23515","Q96FE5","OMG__LINGO1","OMG","LINGO1","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:14966521;CellTalkDB:14966521;Cellinker:14966521;HPMR:14966521;LRdb:14966521;SIGNOR:15694321;connectomeDB2020:14966521","1","1","0","1","1","0","7","Baccin2019:14966521;CellTalkDB:14966521;Cellinker:14966521;HPMR:14966521;LRdb:14966521;SIGNOR:15694321;connectomeDB2020:14966521","12","OMG","OMG",NA,NA,NA,NA,"LINGO1","LINGO1",NA,NA,NA,NA,"OMG__LINGO1","LIANA consensus, LIANA Ramilowski2015","LINGO1__OMG",FALSE
"P23515","Q86UN2","OMG__RTN4RL1","OMG","RTN4RL1","ligand","","receptor","","CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:12068310;Cellinker:12068310;HPRD:12068310;LRdb:12068310;connectomeDB2020:12068310","1","0","0","0","0","0","5","CellTalkDB:12068310;Cellinker:12068310;HPRD:12068310;LRdb:12068310;connectomeDB2020:12068310","9","OMG","OMG",NA,NA,NA,NA,"RTN4RL1","RTN4RL1",NA,NA,NA,NA,"OMG__RTN4RL1","LIANA consensus, LIANA Ramilowski2015","RTN4RL1__OMG",FALSE
"P23515","P20333","OMG__TNFRSF1B","OMG","TNFRSF1B","ligand","","receptor","","Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr","Cellinker:14966521;HPMR:14966521;LRdb:14966521;connectomeDB2020:14966521","1","1","0","1","1","0","4","Cellinker:14966521;HPMR:14966521;LRdb:14966521;connectomeDB2020:14966521","9","OMG","OMG",NA,NA,NA,NA,"TNFRSF1B","TNFRSF1B",NA,NA,NA,NA,"OMG__TNFRSF1B","LIANA consensus, LIANA Ramilowski2015","TNFRSF1B__OMG",FALSE
"P23515","P08138","OMG__NGFR","OMG","NGFR","","","","","CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115","","","","","","","","","","OMG","OMG",NA,NA,NA,NA,"NGFR","NGFR",NA,NA,NA,NA,"OMG__NGFR","LIANA consensus","NGFR__OMG",FALSE
"P23510","Q12933","TNFSF4__TRAF2","TNFSF4","TRAF2","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr","Baccin2019:9418902;CellTalkDB:9418902;Cellinker:9418902;HPRD:9418902;LRdb:9418902","1","0","0","0","0","0","5","Baccin2019:9418902;CellTalkDB:9418902;Cellinker:9418902;HPRD:9418902;LRdb:9418902","9","TNFSF4","TNFSF4",NA,NA,NA,NA,"TRAF2","TRAF2",NA,NA,NA,NA,"TNFSF4__TRAF2","LIANA consensus, LIANA Ramilowski2015","TRAF2__TNFSF4",FALSE
"P23510","P43489","TNFSF4__TNFRSF4","TNFSF4","TNFRSF4","ligand","","receptor","","Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;Kirouac2010;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:12134113;CellTalkDB:12134113;Cellinker:12134113;DIP:16905106;DIP:8076595;HPMR:12134113;HPRD:12134113;ICELLNET:11239407;InnateDB:16905106;LRdb:12134113;Lit-BM-17:16905106;Lit-BM-17:8076595;SIGNOR:9488716;connectomeDB2020:12134113","1","1","0","1","1","0","14","Baccin2019:12134113;CellTalkDB:12134113;Cellinker:12134113;DIP:16905106;DIP:8076595;HPMR:12134113;HPRD:12134113;ICELLNET:11239407;InnateDB:16905106;LRdb:12134113;Lit-BM-17:16905106;Lit-BM-17:8076595;SIGNOR:9488716;connectomeDB2020:12134113","23","TNFSF4","TNFSF4",NA,NA,NA,NA,"TNFRSF4","TNFRSF4",NA,NA,NA,NA,"TNFSF4__TNFRSF4","LIANA consensus, LIANA Ramilowski2015, CellphoneDB extracted, CellChat extracted","TNFRSF4__TNFSF4",FALSE
"P23468","Q9NZN1","PTPRD__IL1RAPL1","PTPRD","IL1RAPL1","","","","","","","","","","","","","","","","PTPRD","PTPRD",NA,NA,NA,NA,"IL1RAPL1","IL1RAPL1",NA,NA,NA,NA,"PTPRD__IL1RAPL1","CellphoneDB extracted","IL1RAPL1__PTPRD",TRUE
"P23468","Q9NPH3","PTPRD__IL1RAP","PTPRD","IL1RAP","","","","","","","","","","","","","","","","PTPRD","PTPRD",NA,NA,NA,NA,"IL1RAP","IL1RAP",NA,NA,NA,NA,"PTPRD__IL1RAP","CellphoneDB extracted","IL1RAP__PTPRD",FALSE
"P23435_P58400","O43424","CBLN1_NRXN1__GRID2","CBLN1_NRXN1","GRID2","","","","","","","","","","","","","","","","CBLN1_NRXN1","CBLN1","NRXN1",NA,NA,NA,"GRID2","GRID2",NA,NA,NA,NA,"CBLN1_NRXN1__GRID2","CellphoneDB extracted, CellChat extracted","GRID2__CBLN1_NRXN1",FALSE
"P23352","P34741","ANOS1__SDC2","ANOS1","SDC2","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr","Cellinker:8832397;HPRD:8832397;connectomeDB2020:8832397","","","","","","","","","","ANOS1","ANOS1",NA,NA,NA,NA,"SDC2","SDC2",NA,NA,NA,NA,"ANOS1__SDC2","LIANA consensus, LIANA Ramilowski2015","SDC2__ANOS1",FALSE
"P23352","P11362","ANOS1__FGFR1","ANOS1","FGFR1","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","BioGRID;CellTalkDB;Cellinker;Fantom5_LRdb;IntAct;LRdb;Lit-BM-17;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr","BioGRID:20874775;BioGRID:23189990;CellTalkDB:19696444;Cellinker:19696444;IntAct:19696444;LRdb:19696444;Lit-BM-17:19696444;Ramilowski2015:19696444;connectomeDB2020:19696444;talklr:19696444","","","","","","","","","","ANOS1","ANOS1",NA,NA,NA,NA,"FGFR1","FGFR1",NA,NA,NA,NA,"ANOS1__FGFR1","LIANA consensus, LIANA Ramilowski2015","FGFR1__ANOS1",FALSE
"P23297","Q9HCF6","S100A1__TRPM3","S100A1","TRPM3","","","","","CellTalkDB","CellTalkDB:22451665","","","","","","","","","","S100A1","S100A1",NA,NA,NA,NA,"TRPM3","TRPM3",NA,NA,NA,NA,"S100A1__TRPM3","LIANA consensus","TRPM3__S100A1",FALSE
"P23297","Q92736","S100A1__RYR2","S100A1","RYR2","","","","","CellTalkDB","CellTalkDB:22728873","","","","","","","","","","S100A1","S100A1",NA,NA,NA,NA,"RYR2","RYR2",NA,NA,NA,NA,"S100A1__RYR2","LIANA consensus","RYR2__S100A1",FALSE
"P23297","Q15109","S100A1__AGER","S100A1","AGER","","","","","CellTalkDB;HPRD","CellTalkDB:20192808;HPRD:11007787","","","","","","","","","","S100A1","S100A1",NA,NA,NA,NA,"AGER","AGER",NA,NA,NA,NA,"S100A1__AGER","LIANA consensus","AGER__S100A1",FALSE
"P23297","P21817","S100A1__RYR1","S100A1","RYR1","","","","","CellTalkDB;HPRD","CellTalkDB:18650434;HPRD:9298970","","","","","","","","","","S100A1","S100A1",NA,NA,NA,NA,"RYR1","RYR1",NA,NA,NA,NA,"S100A1__RYR1","LIANA consensus","RYR1__S100A1",FALSE
"P23297","O00206","S100A1__TLR4","S100A1","TLR4","","","","","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:24833748","","","","","","","","","","S100A1","S100A1",NA,NA,NA,NA,"TLR4","TLR4",NA,NA,NA,NA,"S100A1__TLR4","LIANA consensus","TLR4__S100A1",FALSE
"P23142","P05556","FBLN1__ITGB1","FBLN1","ITGB1","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:2527614;Cellinker:2527614;HPRD:2527614;LRdb:2527614;connectomeDB2020:2527614","","","","","","","","","","FBLN1","FBLN1",NA,NA,NA,NA,"ITGB1","ITGB1",NA,NA,NA,NA,"FBLN1__ITGB1","LIANA consensus, LIANA Ramilowski2015","ITGB1__FBLN1",FALSE
"P22897","P08575","MRC1__PTPRC","MRC1","PTPRC","cell_surface_ligand","connectomeDB2020","receptor","connectomeDB2020;CellChatDB;CellTalkDB","LRdb;connectomeDB2020","LRdb:10575006;connectomeDB2020:10575006;connectomeDB2020:27601670","","","","","","","","","","MRC1","MRC1",NA,NA,NA,NA,"PTPRC","PTPRC",NA,NA,NA,NA,"MRC1__PTPRC","LIANA consensus","PTPRC__MRC1",TRUE
"P22692","Q9H461","IGFBP4__FZD8","IGFBP4","FZD8","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr","CellTalkDB:18528331;Cellinker:18528331;LRdb:18528331;Ramilowski2015:18528331;connectomeDB2020:18528331;talklr:18528331","1","0","0","0","0","0","6","CellTalkDB:18528331;Cellinker:18528331;LRdb:18528331;Ramilowski2015:18528331;connectomeDB2020:18528331;talklr:18528331","9","IGFBP4","IGFBP4",NA,NA,NA,NA,"FZD8","FZD8",NA,NA,NA,NA,"IGFBP4__FZD8","LIANA consensus, LIANA Ramilowski2015","FZD8__IGFBP4",FALSE
"P22692","O75581","IGFBP4__LRP6","IGFBP4","LRP6","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr","Baccin2019:18528331;CellTalkDB:18528331;Cellinker:18528331;LRdb:18528331;Ramilowski2015:18528331;connectomeDB2020:18528331;talklr:18528331","1","0","0","0","0","0","7","Baccin2019:18528331;CellTalkDB:18528331;Cellinker:18528331;LRdb:18528331;Ramilowski2015:18528331;connectomeDB2020:18528331;talklr:18528331","9","IGFBP4","IGFBP4",NA,NA,NA,NA,"LRP6","LRP6",NA,NA,NA,NA,"IGFBP4__LRP6","LIANA consensus, LIANA Ramilowski2015","LRP6__IGFBP4",FALSE
"P22607","P54764","FGFR3__EPHA4","FGFR3","EPHA4","ligand","CellPhoneDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellPhoneDB;HPRD;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB","HPRD:16365308","","","","","","","","","","FGFR3","FGFR3",NA,NA,NA,NA,"EPHA4","EPHA4",NA,NA,NA,NA,"FGFR3__EPHA4","LIANA consensus","EPHA4__FGFR3",FALSE
"P22466","Q8TDV0","GAL__GPR151","GAL","GPR151","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellTalkDB","Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:15111018;CellTalkDB:15111018;Cellinker:15111018;HPRD:15111018;LRdb:15111018;connectomeDB2020:15111018","","","","","","","","","","GAL","GAL",NA,NA,NA,NA,"GPR151","GPR151",NA,NA,NA,NA,"GAL__GPR151","LIANA consensus, LIANA Ramilowski2015","GPR151__GAL",FALSE
"P22466","Q14831","GAL__GRM7","GAL","GRM7","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","CellTalkDB","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115","","","","","","","","","","GAL","GAL",NA,NA,NA,NA,"GRM7","GRM7",NA,NA,NA,NA,"GAL__GRM7","LIANA consensus","GRM7__GAL",FALSE
"P22466","P48039","GAL__MTNR1A","GAL","MTNR1A","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellTalkDB","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115","","","","","","","","","","GAL","GAL",NA,NA,NA,NA,"MTNR1A","MTNR1A",NA,NA,NA,NA,"GAL__MTNR1A","LIANA consensus","MTNR1A__GAL",FALSE
